crop,area_ha,rainfall,rainfall_7d,rainfall_30d,temp_mean,temp_max,temp_min,humidity,wind_speed,soil_ph,nitrogen,phosphorus,potassium,organic_carbon,ndvi_mean,ndvi_min,ndvi_max,ndvi_std,ndwi_mean,ndwi_min,ndwi_max,ndmi_mean,ndmi_min,ndmi_max,growth_stage,sowing_delay_days,heat_stress_days,excessive_rainfall_index,disease_probability,historical_loss,yield_prediction,risk_score
maize,7.756,506.92,6.14,432.55,29.03,35.4,24.68,67.0,2.82,7.25,220.68,21.88,161.21,1.02,0.7122,0.5731,0.8877,0.0373,-0.2212,-0.2806,-0.1163,0.1604,0.0895,0.2316,3,-6.54,0.4,0.0,0.1344,0.2197,6.068,15.762673925155665
soybean,1.863,510.32,18.44,528.73,29.06,36.75,19.98,61.42,11.63,6.54,242.63,27.99,250.43,0.424,0.8809,0.5874,0.9648,0.1137,-0.1376,-0.291,-0.0517,0.2021,0.1387,0.3225,2,0.91,1.75,0.0,0.1347,0.0582,3.974,10.234376898070423
cotton,3.265,730.32,38.85,823.62,27.04,35.46,21.4,69.79,10.75,7.21,201.87,13.07,220.23,0.805,0.7103,0.5979,0.8123,0.1282,-0.1327,-0.316,-0.0715,0.1945,0.0898,0.3596,3,12.46,0.46,0.0,0.114,0.2538,2.547,21.206570879690506
cotton,3.049,425.43,27.17,434.82,27.8,33.92,24.14,62.12,3.23,8.19,335.38,21.26,130.92,0.893,0.6754,0.4607,0.8477,0.1088,-0.1561,-0.302,-0.0954,0.2072,0.1499,0.3514,4,13.99,0.0,0.0,0.1524,0.2167,2.487,21.239204315050582
maize,7.241,581.26,5.43,499.51,25.56,31.4,16.7,66.67,18.49,6.38,278.65,20.54,141.05,0.791,0.6526,0.3654,0.8124,0.1344,-0.2645,-0.4387,-0.175,0.1906,0.1323,0.3475,1,3.64,0.0,0.0,0.1138,0.0483,6.213,8.210827309871991
cotton,3.808,411.55,43.1,491.76,30.64,34.76,24.28,78.96,22.36,6.17,226.5,27.16,183.84,1.057,0.6225,0.331,0.7292,0.0758,-0.2372,-0.3303,-0.0959,0.264,0.1055,0.3213,3,0.62,0.0,0.0,0.4564,0.1809,2.327,27.089256735629586
wheat,1.847,150.0,50.62,140.35,16.81,25.28,8.3,56.35,29.82,7.36,228.73,16.4,156.51,0.896,0.8279,0.608,0.9624,0.0772,0.2509,0.1815,0.3789,0.4509,0.2921,0.5104,2,-6.27,0.0,0.0,0.1078,0.0371,4.945,6.091133588078739
cotton,0.962,779.1,13.27,549.62,29.24,33.95,19.27,80.08,14.67,7.19,181.83,25.44,220.29,0.811,0.659,0.4638,0.8458,0.1372,-0.0948,-0.2065,0.0441,0.1907,0.0511,0.3605,1,5.39,0.0,0.0,0.2736,0.164,2.754,20.618448625780776
soybean,5.526,301.09,15.75,359.46,26.23,32.85,16.13,78.52,3.11,6.26,283.2,11.19,182.17,1.079,0.7031,0.4273,0.8398,0.0743,-0.117,-0.2256,-0.0327,0.1834,0.0554,0.3358,4,4.08,0.0,0.0,0.0819,0.3444,3.798,20.32802891368801
wheat,3.872,557.28,33.75,465.04,32.18,40.35,23.83,86.01,15.64,7.86,250.56,21.41,181.1,0.635,0.7336,0.5279,0.8273,0.0949,-0.0669,-0.2125,0.0461,0.2351,0.0707,0.3671,5,3.58,5.35,0.0,0.1907,0.2884,4.32,27.451955620603208
soybean,1.606,414.46,56.15,300.9,25.69,31.24,19.68,66.92,8.58,7.72,235.73,12.14,135.29,0.626,0.6784,0.4816,0.7935,0.1214,-0.0482,-0.2221,0.1392,0.3042,0.2538,0.4271,5,4.79,0.0,0.0,0.1728,0.098,4.044,13.294451146590072
rice,5.18,1046.96,8.0,894.02,28.25,35.31,21.48,53.42,1.0,6.08,162.69,16.06,108.49,0.713,0.6517,0.4341,0.8403,0.0832,-0.1823,-0.2753,-0.0505,0.1974,0.0487,0.3202,4,4.77,0.31,0.0,0.0493,0.3197,4.923,18.452197135537787
cotton,2.028,544.69,35.76,388.9,22.29,31.35,21.09,77.28,19.88,7.26,263.98,16.7,63.18,0.794,0.6286,0.3292,0.8066,0.1044,-0.0012,-0.1493,0.1797,0.4377,0.3453,0.534,2,15.23,0.0,0.0,0.1194,0.0774,2.365,14.111295631858548
cotton,2.883,777.77,39.99,883.76,23.4,33.85,17.16,74.58,14.83,6.4,199.99,30.29,77.41,1.003,0.7293,0.543,0.8099,0.0658,0.0595,-0.0079,0.1718,0.3626,0.2662,0.4661,1,14.71,0.0,0.0,0.1248,0.0879,2.635,14.60753767101437
cotton,3.206,849.23,65.67,772.2,25.85,32.05,15.83,80.77,8.87,6.58,325.92,32.73,207.68,0.449,0.7644,0.6114,0.9583,0.0701,0.0229,-0.1489,0.0898,0.244,0.095,0.363,5,9.35,0.0,0.0,0.4065,0.1648,2.774,27.607156550109224
rice,7.855,371.21,51.57,316.39,34.0,39.73,29.59,83.27,28.37,6.58,272.74,16.35,156.55,0.629,0.782,0.6796,0.9282,0.0698,-0.1289,-0.3122,0.0124,0.2281,0.079,0.3986,1,3.13,4.73,0.0,0.2612,0.2221,4.501,26.58966384745238
rice,1.392,651.73,7.88,644.74,30.89,37.61,23.8,58.98,20.0,6.54,211.26,29.76,123.92,0.845,0.5993,0.4474,0.6839,0.1266,-0.2128,-0.367,-0.0999,0.1809,0.0676,0.2564,2,2.67,2.61,0.0,0.1539,0.2371,5.48,20.559284100307263
cotton,5.495,713.96,8.28,738.17,33.77,38.42,29.05,73.83,14.53,7.13,149.95,5.0,298.61,0.89,0.7093,0.4246,0.8031,0.0892,-0.4,-0.5914,-0.2284,0.0861,0.0214,0.1505,5,-5.59,3.42,0.0,0.2443,0.1125,2.222,18.496972053840494
soybean,7.934,718.19,22.95,678.87,20.0,22.22,9.86,67.07,2.31,7.52,137.61,20.73,276.14,0.933,0.7452,0.4784,0.8712,0.091,-0.0262,-0.135,0.1418,0.4184,0.3624,0.5079,3,9.58,0.0,0.0,0.1734,0.1128,3.969,15.786812173095797
wheat,1.837,828.13,33.11,763.47,20.72,28.42,13.53,66.05,13.1,7.99,260.29,15.71,217.16,0.959,0.5943,0.3775,0.7078,0.0357,0.0333,-0.0376,0.2242,0.347,0.2824,0.4419,1,12.83,0.0,0.0,0.093,0.0834,5.038,12.390975483946628
rice,3.415,472.61,32.43,449.32,31.27,39.21,21.64,88.43,19.39,6.89,70.71,23.88,199.45,0.927,0.5574,0.282,0.7227,0.0679,-0.3157,-0.4812,-0.2419,0.1727,0.049,0.2439,3,12.15,4.21,0.0,0.4714,0.3496,4.494,43.815971294372105
rice,4.593,556.07,36.1,663.23,25.2,34.04,15.62,68.62,23.36,8.2,296.12,30.15,214.73,1.028,0.6122,0.3402,0.8073,0.0882,-0.1378,-0.2212,-0.0308,0.3181,0.151,0.4269,5,-0.67,0.0,0.0,0.1117,0.0,6.123,4.589692416060108
wheat,5.452,651.75,85.9,781.95,36.27,42.55,30.69,80.44,16.93,5.66,290.98,40.66,105.11,0.853,0.698,0.4447,0.8251,0.1082,-0.318,-0.4797,-0.2663,0.2372,0.0848,0.3788,4,-2.88,7.55,0.0,0.4022,0.3348,4.474,39.07170090548594
wheat,6.479,693.55,14.7,866.84,31.26,36.38,24.07,59.68,10.2,6.91,313.98,10.87,116.32,1.019,0.6074,0.4869,0.7134,0.0862,-0.3553,-0.5039,-0.1765,0.2124,0.0361,0.3524,3,1.32,1.38,0.0,0.2366,0.4351,4.992,31.087034982295936
rice,7.623,502.59,23.36,437.2,27.12,33.63,16.7,38.96,21.82,7.46,149.99,30.15,237.14,1.049,0.7922,0.5213,0.8975,0.1041,-0.228,-0.4273,-0.113,0.0863,-0.0806,0.1407,3,0.83,0.0,0.0,0.0876,0.3749,6.044,20.703751557025775
cotton,0.557,526.82,12.53,365.5,29.39,36.96,22.46,67.92,5.34,6.16,214.23,33.49,97.46,0.302,0.6184,0.4907,0.7686,0.0884,-0.099,-0.2723,0.0122,0.0848,-0.0947,0.1476,1,8.31,1.96,0.0,0.2274,0.0731,2.121,17.708977171182685
maize,7.41,475.7,76.53,586.42,33.97,43.52,27.74,78.86,8.84,6.48,391.07,20.32,276.5,1.05,0.7149,0.5396,0.8943,0.0479,-0.2224,-0.3421,-0.076,0.2696,0.1184,0.4062,5,-3.62,8.52,0.0,0.133,0.3466,4.816,29.508934889326106
rice,5.42,452.02,16.51,487.47,31.03,36.37,22.55,53.33,2.69,7.06,296.25,25.75,204.48,0.734,0.773,0.4861,0.9617,0.1023,-0.3914,-0.4794,-0.2402,0.1446,0.0318,0.2387,5,5.75,1.37,0.0,0.0929,0.1318,5.384,13.257006385799192
cotton,8.181,775.07,4.48,955.98,23.55,29.66,13.91,63.53,14.14,6.57,237.97,14.42,139.36,0.482,0.4794,0.3063,0.6245,0.0669,-0.0906,-0.2894,0.0184,0.2668,0.2151,0.4084,2,0.8,0.0,0.0,0.1731,0.1201,2.354,12.79323459184999
maize,7.005,1025.49,35.19,1132.52,38.66,47.94,32.91,74.77,22.64,6.32,233.27,42.01,186.06,1.105,0.6004,0.3579,0.7493,0.057,-0.3914,-0.4901,-0.1974,0.0159,-0.0529,0.0865,5,9.47,12.94,0.0,0.3539,0.5378,2.724,55.137545395632856
chickpea,2.092,627.1,7.16,667.87,23.18,33.92,15.67,61.33,14.35,6.1,268.48,36.66,226.38,0.414,0.7582,0.4981,0.8588,0.0931,-0.1196,-0.212,0.0411,0.2908,0.1954,0.3414,1,9.1,0.0,0.0,0.0722,0.1249,3.117,11.989652803141688
soybean,1.967,632.93,24.42,788.32,27.17,35.79,16.66,96.74,8.22,6.96,330.74,13.29,134.47,0.353,0.844,0.7275,0.9808,0.098,-0.0796,-0.1419,-0.0217,0.2374,0.1245,0.4035,2,-1.96,0.79,0.0,0.2177,0.2757,3.776,22.08363715122161
maize,5.069,862.43,10.8,941.58,32.04,38.45,25.84,78.14,22.16,5.96,197.96,28.06,125.09,0.584,0.8242,0.6764,0.9239,0.1433,-0.1919,-0.3019,-0.075,0.1438,0.0031,0.2827,5,7.16,3.45,0.0,0.1746,0.3617,5.691,29.522392235662785
wheat,9.791,389.21,36.78,421.77,26.05,35.17,22.47,67.09,16.82,6.98,300.08,19.32,189.71,0.646,0.7425,0.4496,0.9293,0.1395,0.0517,-0.0456,0.1673,0.3839,0.2463,0.5025,3,6.16,0.17,0.0,0.1453,0.0097,5.27,8.895781107365714
chickpea,2.932,353.55,15.88,347.01,30.51,42.07,20.95,88.73,15.94,7.77,207.0,13.37,173.88,1.325,0.5646,0.3528,0.6497,0.0933,-0.2299,-0.4047,-0.0966,0.0946,-0.0569,0.1676,3,4.36,7.07,0.0,0.1617,0.2454,1.802,26.348309311483924
soybean,5.884,646.24,35.18,661.78,28.59,37.74,23.2,83.0,8.8,7.67,224.98,29.59,219.25,0.741,0.7924,0.5533,0.9148,0.0978,-0.0047,-0.1642,0.1474,0.2516,0.1758,0.3639,3,1.94,2.74,0.0,0.1653,0.2636,4.043,22.06956886779823
chickpea,7.05,687.21,78.88,511.71,30.07,34.86,20.65,30.81,5.74,6.04,274.71,28.24,144.16,0.8,0.7717,0.6282,0.8638,0.0821,-0.2126,-0.3982,-0.0302,0.2799,0.1453,0.4399,1,9.08,0.0,0.0,0.0453,0.0447,3.049,7.284693548294293
maize,0.732,336.56,32.86,354.65,27.51,37.23,21.21,83.55,16.8,6.06,169.22,33.3,127.54,0.786,0.7832,0.4841,0.8721,0.1637,-0.1333,-0.2918,0.0557,0.2464,0.0888,0.3799,1,3.76,2.23,0.0,0.2139,0.2769,6.247,24.837974064507144
cotton,0.955,419.51,12.95,344.23,31.77,41.07,26.01,63.69,19.11,6.45,349.43,40.51,120.05,0.856,0.6479,0.407,0.7678,0.0607,-0.3621,-0.4898,-0.2215,0.2381,0.1564,0.3422,4,5.15,6.07,0.0,0.1623,0.2402,1.776,25.437721544718173
soybean,9.396,811.51,14.18,559.93,27.6,37.57,19.06,62.04,9.19,7.76,264.0,26.2,194.78,0.691,0.8259,0.652,0.9733,0.0544,-0.1046,-0.189,-0.0389,0.3451,0.2579,0.4751,4,5.3,2.57,0.0,0.0442,0.1786,3.79,14.3825425155643
maize,7.749,218.21,49.46,150.03,34.1,44.69,25.77,65.04,15.96,6.18,244.47,15.15,134.41,0.601,0.5838,0.4168,0.7597,0.0547,-0.2728,-0.4675,-0.1379,0.1772,0.0549,0.2322,4,11.76,9.69,0.0,0.2767,0.4407,3.446,45.229228377231124
cotton,0.934,681.11,1.18,589.04,22.91,27.66,14.89,69.94,18.87,5.69,290.12,12.08,164.91,0.317,0.5841,0.3327,0.7585,0.0976,-0.2158,-0.3167,-0.1374,0.1814,0.1113,0.3279,3,-0.08,0.0,0.0,0.1449,0.058,2.929,8.55165279420581
cotton,5.157,594.97,23.04,711.46,28.72,37.03,21.76,94.22,18.33,7.79,173.85,38.24,192.88,1.334,0.5625,0.4544,0.741,0.0825,-0.0075,-0.1563,0.173,0.2258,0.076,0.3921,5,8.82,2.03,0.0,0.373,0.2339,1.731,31.155914869196057
wheat,8.153,620.22,50.03,762.36,25.2,28.66,17.1,72.65,13.3,7.35,239.07,25.96,238.25,0.72,0.611,0.4334,0.7718,0.1349,-0.0749,-0.1717,0.1058,0.3726,0.3191,0.444,4,2.77,0.0,0.0,0.1558,0.203,4.858,16.537711456381647
wheat,6.679,970.44,60.17,789.24,26.04,34.17,18.92,70.74,23.58,6.29,231.12,40.94,171.13,0.869,0.7642,0.5299,0.9194,0.0423,-0.0002,-0.1422,0.1097,0.3145,0.2529,0.4145,3,4.89,0.0,0.0,0.129,0.1516,4.856,13.933128509833164
maize,0.922,473.96,43.67,372.02,29.25,34.13,21.27,53.69,11.35,6.51,151.34,33.82,266.64,1.253,0.6408,0.4099,0.7959,0.0874,-0.1753,-0.3152,-0.0856,0.264,0.1897,0.3989,2,3.13,0.0,0.0,0.156,0.089,6.329,11.575571866800656
wheat,6.771,587.25,54.25,463.26,21.96,30.29,14.79,46.45,18.77,6.92,308.87,25.56,215.2,0.415,0.7421,0.6086,0.9106,0.0735,0.1158,0.0155,0.2617,0.3657,0.2211,0.464,4,10.26,0.0,0.0,0.0386,0.0,5.37,5.451915912630074
chickpea,0.796,665.14,40.75,592.56,27.75,34.35,18.14,60.13,20.75,6.27,272.74,18.62,285.22,0.29,0.6497,0.3613,0.7871,0.0778,-0.0621,-0.122,0.0686,0.3031,0.1267,0.3912,3,-1.18,0.0,0.0,0.096,0.2511,3.212,15.191228719734317
soybean,9.935,533.13,31.73,396.27,33.4,38.33,27.59,84.23,21.66,6.64,341.18,42.76,256.05,0.597,0.6405,0.3778,0.8334,0.0512,-0.1853,-0.2482,0.0098,0.2008,0.1271,0.2681,1,10.22,3.33,0.0,0.5024,0.2731,3.307,40.05614432143454
soybean,3.585,568.94,43.03,560.42,27.27,30.72,24.91,66.74,11.88,6.7,199.62,35.06,105.54,0.792,0.7107,0.4974,0.8873,0.0883,-0.0347,-0.21,0.0685,0.3561,0.2682,0.4491,4,-0.55,0.0,0.0,0.1092,0.2156,4.127,14.143582686613584
soybean,8.681,779.01,56.74,779.48,24.82,33.5,19.67,76.63,9.79,7.39,280.01,10.93,152.86,0.815,0.5836,0.393,0.7182,0.1401,-0.0405,-0.1406,0.0509,0.2887,0.2212,0.3613,2,9.03,0.0,0.0,0.2301,0.1119,3.787,17.869039516416976
wheat,8.268,717.08,44.65,571.87,30.97,39.47,23.88,82.89,18.82,7.33,195.82,23.68,158.46,0.924,0.5619,0.3821,0.6521,0.0547,-0.1688,-0.3463,-0.0506,0.255,0.1874,0.4177,4,5.6,4.47,0.0,0.3799,0.2576,4.643,33.7276800262976
soybean,4.37,434.28,29.35,453.36,26.14,33.53,17.61,57.03,11.93,7.04,205.42,27.54,121.58,0.47,0.785,0.6554,0.9829,0.1545,-0.0842,-0.1842,0.0911,0.2122,0.0549,0.3076,5,8.48,0.0,0.0,0.0495,0.0,3.876,5.229105243331513
wheat,7.412,615.14,39.49,584.03,26.56,33.61,18.77,73.62,3.91,5.89,316.45,26.69,157.22,0.779,0.7783,0.5976,0.9494,0.1556,-0.0266,-0.1087,0.0862,0.2072,0.0638,0.3522,5,-5.17,0.0,0.0,0.1412,0.1555,5.314,12.766597017497453
chickpea,3.243,710.71,56.29,696.95,30.39,34.3,26.43,75.2,7.75,5.39,245.06,26.3,145.11,1.029,0.6619,0.4627,0.7509,0.0639,-0.203,-0.316,-0.14,0.2935,0.1838,0.4444,2,8.48,0.0,0.0,0.1821,0.0449,2.673,12.688615397684009
maize,3.643,442.37,24.93,308.15,18.49,25.34,9.93,69.67,18.82,5.95,239.17,28.01,202.43,0.421,0.8177,0.6435,0.9283,0.0933,0.2279,0.1131,0.3886,0.2863,0.1416,0.3634,4,-3.9,0.0,0.0,0.0818,0.0739,6.284,6.671060899894002
maize,4.638,799.07,56.09,670.2,30.05,34.64,23.23,61.07,15.17,7.6,263.41,27.51,141.62,0.886,0.7281,0.52,0.9232,0.0948,-0.1743,-0.3555,-0.1009,0.4491,0.3108,0.6247,3,12.47,0.0,0.0,0.197,0.1405,6.514,19.086114610594226
cotton,1.5,589.75,33.26,395.42,21.02,27.9,14.65,72.89,10.5,5.78,291.92,17.31,170.15,0.629,0.7046,0.44,0.8987,0.103,0.1393,-0.019,0.2063,0.3022,0.2421,0.4397,1,2.8,0.0,0.0,0.1476,0.2056,2.215,16.328534268883637
rice,1.511,581.26,19.32,520.53,37.48,46.81,31.15,80.17,5.09,6.66,280.72,20.44,202.27,0.623,0.5625,0.4529,0.7263,0.0866,-0.4918,-0.6157,-0.3338,0.0825,0.0125,0.1931,2,-0.52,11.81,0.0,0.3221,0.2695,3.638,37.11568169238297
maize,9.514,694.51,24.81,707.85,33.73,41.93,31.62,67.7,17.84,5.54,212.25,41.06,178.74,0.737,0.7284,0.6046,0.8488,0.0816,-0.3361,-0.4186,-0.2232,0.0801,-0.0469,0.1551,4,-4.77,6.93,0.0,0.1377,0.298,5.306,25.93528615530486
cotton,3.424,150.0,24.4,166.64,24.84,32.02,16.33,87.35,11.46,6.23,128.94,24.88,167.43,0.777,0.7751,0.6145,0.9349,0.1115,-0.0518,-0.2107,0.1458,0.2299,0.1418,0.3817,2,9.67,0.0,0.0,0.2919,0.122,2.688,21.10188728106323
chickpea,9.89,672.78,44.92,740.57,26.36,34.96,18.1,52.68,19.97,7.23,226.06,5.97,163.88,0.455,0.5486,0.3886,0.7103,0.1227,-0.1533,-0.2778,-0.0835,0.2463,0.1603,0.3525,1,12.04,0.0,0.0,0.0525,0.1356,3.27,12.767199893499495
soybean,2.674,459.12,18.91,338.1,23.36,26.91,16.29,94.84,2.89,7.4,200.21,23.36,278.96,0.729,0.7067,0.5127,0.8851,0.0505,0.0794,-0.0851,0.245,0.3328,0.1748,0.4846,5,7.63,0.0,0.0,0.2564,0.1891,3.992,21.87993518162077
rice,3.817,331.7,18.51,277.72,26.21,29.28,15.42,62.19,10.63,5.83,231.39,26.23,199.3,0.767,0.6802,0.4931,0.8257,0.092,-0.0375,-0.175,0.1553,0.2438,0.1809,0.3524,4,-0.33,0.0,0.0,0.145,0.1446,5.809,12.434531521992211
chickpea,6.723,724.92,67.02,754.44,33.01,37.49,26.03,62.46,4.68,7.16,172.86,35.01,147.08,0.708,0.6324,0.4683,0.8028,0.1282,-0.1361,-0.2057,-0.0135,0.272,0.2135,0.3366,1,3.17,2.49,0.0,0.1894,0.2189,3.297,21.271186014370063
rice,7.708,717.55,27.07,656.24,30.7,35.63,25.95,37.87,15.78,6.13,331.47,17.86,163.16,0.63,0.5045,0.2281,0.615,0.1004,-0.2473,-0.392,-0.188,0.0672,-0.0542,0.2376,4,-8.59,0.63,0.0,0.1026,0.0662,6.096,7.810842549993896
wheat,3.612,646.66,20.58,546.24,23.16,28.78,17.69,71.54,15.24,5.57,139.71,25.78,166.27,0.84,0.6237,0.5081,0.7112,0.0708,0.0212,-0.0629,0.076,0.3239,0.1547,0.4547,3,-0.56,0.0,0.0,0.1047,0.1355,5.344,10.371042026401717
maize,0.658,395.09,69.91,404.08,21.25,31.81,14.84,80.21,23.57,6.3,304.6,22.08,286.37,0.15,0.8899,0.6609,0.9902,0.1119,0.0691,-0.0375,0.2621,0.5418,0.4287,0.6186,4,11.21,0.0,0.0,0.0991,0.1679,6.368,15.815933632571966
rice,6.313,782.93,18.82,913.56,25.86,36.05,16.85,69.75,23.93,6.28,289.26,15.43,212.41,1.218,0.5474,0.3567,0.7418,0.031,-0.1132,-0.2154,0.0674,0.4042,0.3173,0.5393,5,4.38,1.05,0.0,0.1755,0.1464,5.712,16.468720171072437
rice,6.876,545.19,77.55,544.53,29.05,36.5,22.03,51.16,10.86,6.61,269.47,15.39,153.91,0.808,0.7608,0.4759,0.9446,0.0988,-0.0757,-0.1675,0.0075,0.291,0.1151,0.4439,5,-1.99,1.5,0.0,0.137,0.2292,6.191,17.39500666426378
cotton,7.705,703.99,50.29,875.72,16.5,25.52,9.26,47.66,18.88,7.27,284.65,19.94,200.74,1.008,0.6238,0.3256,0.7512,0.0411,0.238,0.0434,0.4323,0.4129,0.3259,0.5719,2,2.55,0.0,0.0,0.0566,0.0,2.754,3.286477167107272
cotton,8.904,643.23,60.16,526.66,22.36,30.28,15.48,60.71,14.16,5.56,163.09,17.22,202.14,0.369,0.7694,0.6512,0.9244,0.1043,0.1341,0.0096,0.1995,0.3675,0.1959,0.5318,4,-2.14,0.0,0.0,0.0655,0.0,2.534,2.6913594740549427
rice,4.645,404.61,60.4,391.1,31.71,36.45,23.57,64.75,17.41,5.99,267.59,27.01,154.76,0.566,0.6598,0.4178,0.7524,0.0384,-0.219,-0.3222,-0.1373,0.3232,0.2388,0.4254,4,6.05,1.45,0.0,0.2782,0.2497,5.702,26.344600608263935
wheat,7.934,650.38,37.52,542.21,30.68,38.81,26.81,65.08,16.3,5.28,188.72,12.2,181.76,0.904,0.6595,0.5384,0.7407,0.0768,-0.262,-0.4299,-0.1765,0.2546,0.1061,0.3149,5,0.75,3.81,0.0,0.2,0.1147,5.1,17.44783827148041
rice,5.692,901.51,15.82,853.32,26.37,32.46,19.42,74.82,3.45,7.59,372.72,26.83,236.48,0.729,0.7514,0.531,0.911,0.0761,-0.0488,-0.1395,0.0537,0.2397,0.1848,0.3492,5,10.54,0.0,0.0,0.213,0.1199,5.749,18.09367823081925
wheat,5.203,743.14,17.67,810.2,23.91,31.88,18.91,90.25,16.66,6.64,271.92,31.97,127.23,0.616,0.6632,0.3995,0.7456,0.136,0.032,-0.1401,0.1927,0.393,0.3068,0.4903,4,-7.18,0.0,0.0,0.2286,0.1706,5.225,17.03413690334928
cotton,6.648,702.93,16.87,797.22,32.56,39.69,26.36,44.43,14.4,6.93,328.22,14.62,223.31,0.738,0.6978,0.5343,0.8227,0.065,-0.399,-0.4603,-0.2734,0.0948,-0.0511,0.2526,2,4.35,4.69,0.0,0.1338,0.3375,2.307,26.94325752011969
wheat,8.071,537.22,32.31,521.73,21.98,29.35,12.88,68.12,9.62,6.76,111.73,33.51,255.49,0.781,0.7352,0.4455,0.8182,0.0863,0.0394,-0.0796,0.1886,0.3557,0.2664,0.4111,4,7.54,0.0,0.0,0.1025,0.0255,4.804,8.194796110602754
maize,3.429,795.98,18.67,639.06,17.66,25.17,12.06,72.9,8.73,6.45,273.6,5.0,271.65,0.615,0.7296,0.5434,0.9142,0.091,0.1635,0.0791,0.3391,0.3703,0.263,0.5027,1,-3.75,0.0,0.0,0.0535,0.2,6.19,11.1561838625892
soybean,6.381,617.3,6.67,654.07,27.35,37.84,22.05,92.72,18.46,6.69,298.82,33.25,192.66,1.069,0.6499,0.4184,0.7926,0.0437,-0.0648,-0.1203,0.1181,0.1006,-0.0455,0.2074,5,7.83,2.84,0.0,0.2967,0.4193,4.078,36.7617387337754
chickpea,1.168,848.31,19.13,948.49,27.5,30.28,21.84,75.89,16.27,5.46,302.5,16.6,157.83,0.302,0.8063,0.6915,0.9758,0.1077,-0.1674,-0.292,-0.0534,0.2228,0.1538,0.3524,2,5.62,0.0,0.0,0.1574,0.1087,2.937,13.453656529427674
cotton,1.162,767.86,18.3,729.98,34.34,42.22,30.89,74.14,24.6,6.84,338.19,22.73,165.38,0.49,0.7448,0.472,0.8781,0.096,-0.2447,-0.3561,-0.1211,0.1562,0.0208,0.2111,3,-2.81,7.22,0.0,0.1284,0.2166,2.107,22.197289762301263
rice,2.816,648.32,33.63,687.68,21.77,26.88,19.02,75.39,23.5,6.03,177.11,44.04,246.68,0.687,0.63,0.4731,0.733,0.13,0.0536,-0.0833,0.1301,0.2429,0.182,0.3669,3,3.6,0.0,0.0,0.0723,0.2308,6.056,14.664625044091428
maize,0.61,1217.36,73.95,1333.55,27.57,32.88,24.99,59.65,16.64,7.07,215.27,7.72,156.22,0.76,0.6481,0.4491,0.7521,0.0735,-0.074,-0.2504,0.0386,0.3558,0.2863,0.4464,2,3.0,0.0,0.0,0.2028,0.1888,6.171,17.919566857808
chickpea,0.636,904.25,63.44,1090.44,25.32,32.62,18.56,55.33,12.44,7.2,60.0,9.7,161.63,0.997,0.5785,0.3919,0.6603,0.0651,0.122,0.0041,0.3068,0.3947,0.2679,0.5213,1,13.06,0.0,0.0,0.0922,0.1555,2.889,15.674087746381701
soybean,2.157,826.41,40.86,980.06,22.03,28.0,16.51,64.68,16.25,5.88,149.38,24.72,233.87,0.968,0.6999,0.5977,0.7904,0.0763,-0.084,-0.163,-0.0129,0.226,0.0743,0.3727,5,11.61,0.0,0.0,0.0906,0.1144,3.317,13.221151460446201
wheat,6.869,624.39,9.31,745.0,34.17,41.26,28.32,86.47,22.02,7.38,239.74,35.45,171.34,0.938,0.6587,0.4785,0.7516,0.1029,-0.3766,-0.515,-0.2978,0.1711,0.06,0.3313,2,-0.57,6.26,0.0,0.5148,0.3805,4.563,44.4552534989751
rice,5.191,1145.67,80.33,1233.12,26.06,32.61,18.44,55.74,16.36,6.61,116.74,32.43,250.08,1.13,0.7443,0.5317,0.9291,0.1254,0.0082,-0.1591,0.1583,0.4293,0.3252,0.6073,5,6.56,0.0,0.0,0.1578,0.214,5.486,18.540607912516112
soybean,8.478,775.46,28.45,643.38,18.99,23.77,10.09,83.51,4.8,6.94,173.04,22.2,170.75,0.369,0.6845,0.4534,0.8392,0.1019,0.1833,0.0,0.2777,0.254,0.0897,0.348,2,0.51,0.0,0.0,0.1686,0.1912,3.962,15.683595701008594
wheat,8.278,971.34,36.88,873.53,37.48,42.48,32.01,51.12,8.28,6.39,200.89,23.18,112.25,0.98,0.6158,0.4799,0.7698,0.0746,-0.4119,-0.5761,-0.2506,0.1022,-0.0004,0.1867,2,2.38,7.48,0.0,0.4388,0.3571,3.632,42.40114027610184
cotton,3.327,519.46,53.73,565.97,25.21,33.01,19.56,85.17,15.12,6.88,249.51,35.77,168.36,0.864,0.7164,0.4472,0.8983,0.0524,0.0411,-0.1579,0.2296,0.3375,0.1876,0.4628,5,1.69,0.0,0.0,0.4637,0.1642,3.176,27.044390337183522
wheat,7.604,631.38,21.28,411.0,32.05,38.24,22.03,83.68,3.15,7.88,192.13,11.5,268.8,1.202,0.6407,0.3976,0.7736,0.0702,-0.1855,-0.381,-0.112,0.1943,0.1435,0.2482,3,0.02,3.24,0.0,0.2033,0.3166,4.78,25.781374872984763
cotton,4.055,1017.78,24.64,978.72,22.7,30.89,12.74,75.65,18.82,6.67,244.09,31.66,103.89,1.056,0.6814,0.4399,0.8559,0.0944,0.0169,-0.1659,0.188,0.3049,0.1477,0.4693,3,7.89,0.0,0.0,0.1776,0.1225,2.137,15.757071262545818
